Fundo,Notação,Documento,Abordagem,Local de produção,Data de produção,Técnica,Suporte,Formato,Cromia,Idioma,N. Itens,N. exemplares,Extensão,Responsável (1),Tipo de responsabilidade (1),Responsável (2),Tipo de responsabilidade (2),Responsáveis (3),Tipo de responsabilidade (3),Atividade/evento (1),Especificação (1),Local (1),Data ou período (1),Atividade/evento (2),Especificação (2),Local (2),Data  ou período (2),Descritores,Descritores,Descritores,Descritores,Referência,Observações
SBP,1.23.6,Resenha,Unitária,São Paulo (SP),nov/47,Datilografia,Papel,Folha,,Português,1,1,3f,Gastão Rosenfeld,Autor,,,,,Publicação,Parasitologia médica,São Paulo (SP),1946,,,,,Revista Clínica de São Paulo,,,,,
SBP,1.24.1,Artigo,Unitária,São Paulo (SP),1975,Impressão,Papel,Folha,,Português,1,2,4f,Samuel Barnsley Pessoa,Autor,Pérsio de Biasi,Autor,,,Publicação,"""Sobre uma hemogregarina e um tripanossomo de peixe de mar de São Paulo (Brasil)""",São Paulo (SP),1975,,,,,Memórias do Instituto Butantan,,,,"PESSOA, S.B.; BIASI, P. Sobre uma hemogregarina e um tripanossomo de peixe de mar de São Paulo (Brasil). Memórias do Instituto Butantã, São Paulo, v. 39, p. 79-83, 1975. ",
SBP,1.25.1,Artigo,Unitária,Rio de Janeiro (RJ),dez/69,Impressão,Papel,Folha,,Português,1,2,4f,Samuel Barnsley Pessoa,Autor,Joaquim Cavalheiro,Autor,,,Publicação,"""Notas sobre hemogregarinas de serpentes brasileiras. VIII: sobre a evolução da Haemogregarina miliaris na sanguessuga Haementeria Lutzi""",Rio de Janeiro (RJ),dez/69,,,,,Revista Brasileira de Biologia,,,,"PESSOA, S.B.; CAVALHEIRO, J. Notas sobre hemogregarinas de serpentes brasileiras. VIII: sobre a evolução da haemogregarina miliaris na sanguessuga Haementria Lutzi. Revista Brasileira de Biologia, Rio de Janeiro, v.29, n.4, p.451-458, dez. 1969.  ",
SBP,1.26.1,Artigo,Unitária,São Paulo (SP),1970,Impressão,Papel,Folha,,Português,1,1,3f,Samuel Barnsley Pessoa,Autor,Joaquim Cavalheiro,Autor,Dulce Maria de Souza,Autor,Publicação,"""Notas sobre hemogregarinas de serpentes brasileiras. XIII: evolução esporgônica da hemogregarina da Thamnodynastes strigatus (Colubridae)"" ",São Paulo (SP),1970,,,,,Arquivos do Instituto Biológico ,,,,"PESSOA, S.B.; CAVALHEIRO, J.; SOUZA, D.M. Notas sobre hemogregarinas de serpentes brasileiras. XIII: evolução esporgônica da hemogregarina da Thamnodynastes strigatus (Colubridae). Arquivos do Instituto Biológico, São Paulo, v.37, n.3, p.213-217, 1970.  ",
SBP,1.26.2,Artigo,Unitária,s.l.,1971,Impressão,Papel,Folha,,Português,1,2,2f,Samuel Barnsley Pessoa,Autor,Joaquim Cavalheiro,Autor,Lia Sacchetta,Autor,Publicação,"""Notas sobre hemogregarinas de serpentes brasileiras. XV: sobre uma nova espécie de gênero Haemogregarina (S.S.) parasita da Thamnodynastes pallidus natteis (Thumberg) e sua evolução em mosquitos""",s.l.,1971,,,,,Revista Latino-americana de Microbiologia,,,,"PESSOA, S.B.; SACHETTA, L.; CAVALHEIRO, J. Notas sobre hemogregarinas de serpentes brasileiras. XV: sobre uma nova espécie de gênero Haemogregarina (S.S.) parasita da Thamnodynastes pallidus natteis (Thumberg) e sua evolução em mosquitos. Revista Latino-americana de Microbiologia, v.13, p. 29-32, 1971. ",
SBP,1.26.3,Editorial,Unitária,São Paulo (SP),11/3/1973,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Nosso lema: incentivar as pesquisas""",São Paulo (SP),1973,,,,,Revista da Sociedade Brasileira de Medicina Tropical,,,,"PESSOA, S.B. Nosso lema: incentivar as pesquisas. Revista da Sociedade Brasileira de Medicina Tropical, São Paulo, v.7, n.2, p. 69-70, 1973.  ",
SBP,1.27.1,Parecer,Unitária,São Paulo (SP),25/7/1975,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,5f,,,,,,,Publicação,"""Sobre uma hemogregarina e um tripanosoma de peixe de mar de São Paulo""",São Paulo (SP),1975,,,,,Memórias do Instituto Butantan,,,,"PESSOA, S.B.; BIASI, P. Sobre uma hemogregarina e um Tripanossomo de peixe de mar de São Paulo. Memórias do Instituto Butantan, v. 39, 1975. ",
SBP,1.27.2,Carta de apelo,Unitária,São Paulo (SP),6/10/1975,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,2f,Otto Guilherme Bier,Signatário,,,,,Demissão,Instituto Butantan,São Paulo (SP),out/75,,,,,,,,,,
SBP,1.27.3,Carta de agradecimento,Unitária,São Paulo (SP),6/11/1975,Datilografia,Papel,Folha,,Português,1,1,1f,Paulo de Toledo Artigas,Destinatário,,,,,Demissão,Instituto Butantan,São Paulo (SP),out/75,,,,,,,,,,
SBP,1.27.4,Carta de protesto,Unitária,São Paulo (SP),1/10/1975,Manuscritura,Papel,Folha,,Português,1,1,1f,Otto Guilherme Bier,Destinatário,,,,,Demissão,Instituto Butantan,São Paulo (SP),out/75,,,,,,,,,,
SBP,1.27.5,Declaração,Unitária,São Paulo (SP),10/11/1975,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Saburô Hyakutake,Destinatário,,,,,Publicação,Sinopse de Parasitologia Médica e Sanitária,Rio de Janeiro (RJ),1975,,,,,,,,,,
SBP,1.28.1,Carta de agradecimento,Unitária,São Paulo (SP),9/10/1975,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,2f,Pérsio de Biasi,Signatário,Otto Guilherme Bier,Destinatário,,,Demissão,Instituto Butantan,São Paulo (SP),out/75,,,,,,,,,,
SBP,1.28.2,Carta de pedido de demissão,Unitária,São Paulo (SP),1/10/1975,Datilografia,Papel,Folha,,Português,1,1,2f,Otto Guilherme Bier,Destinatário,,,,,Demissão,Instituto Butantan,São Paulo (SP),out/75,,,,,,,,,,
SBP,1.28.3,Programa,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Participação em congresso,Congresso Médico do Oeste Paulista (4o.),São José do Rio Preto (SP),10/09/1975 - 13/09/1975,,,,,,,,,,
SBP,1.28.4,Certificado,Unitária,São José do Rio Preto (SP),13/9/1975,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Participação em congresso,Congresso Médico do Oeste Paulista (4o.),São José do Rio Preto (SP),10/09/1975 - 13/09/1975,,,,,,,,,,
SBP,1.28.5,Conferência,Unitária,Salvador (BA),1976,Datilografia,Papel,Folha,,Português,1,1,3f,,,,,,,Palestra,"""A verdadeira universidade"", proferida na Universidade da Bahia",Salvador (BA),1962,,,,,,,,,,
SBP,1.29.1,Conferência,Unitária,Salvador (BA),9/3/1964,Datilografia,Papel,Folha,,Português,1,1,38f,,,,,,,Palestra,"""Introdução à geografia médica no nordeste do Brasil"", proferida na Faculdade de Medicina da Bahia",Salvador (BA),9/3/1964,,,,,,,,,,
SBP,1.30.1,Carta de encaminhamento de doação,Unitária,São Paulo (SP),24/2/1958,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Valdomiro Pinto Alves,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1958,,,,,,,,,,
SBP,1.30.2,Balanço contábil,Unitária,s.l.,s.d.,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1958,,,,,,,,,,
SBP,1.30.3,Fatura,Unitária,Rio de Janeiro (RJ),30/9/1960,Datilografia,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1958,,,,,,,,,,
SBP,1.30.4,Recibo,Unitária,Rio de Janeiro (RJ),7/11/1960,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Isabel L. Peixoto,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.30.5,Fatura,Unitária,Rio de Janeiro (RJ),30/6/1960,Datilografia,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.30.6,Recibo,Unitária,Rio de Janeiro (RJ),11/7/1960,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.30.7,Recibo,Unitária,São Paulo (SP),20/5/1960,Manuscritura,Papel,Folha,,Português,1,1,1f,Edgard C. Falcão,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.30.8,Recibo,Unitária,São Paulo (SP),10/6/1960,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.30.9,Recibo,Unitária,São Paulo (SP),21/6/1960,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,João Aran Júnior,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.30.10,Recibo,Unitária,São Paulo (SP),27/12/1960,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,João Aran Júnior,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.31.1,Balanço contábil,Unitária,São Paulo (SP),1960,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.31.3,Recibo,Unitária,São Paulo (SP),5/11/1959,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,João Aran Júnior,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.31.2,Recibo,Unitária,São Paulo (SP),1/7/1959,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Luís Rey,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.31.4,Duplicata,Unitária,São Paulo (SP),20/4/1950,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.31.5,Duplicata,Unitária,São Paulo (SP),20/4/1950,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.31.6,Nota fiscal,Unitária,São Paulo (SP),12/6/1957,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.31.7,Nota fiscal,Unitária,São Paulo (SP),8/9/1960,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1960,,,,,,,,,,
SBP,1.31.8,Nota fiscal,Unitária,São Paulo (SP),8/6/1963,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.31.9,Recibo,Unitária,s.l.,16/7/1956,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.31.10,Recibo,Unitária,s.l.,16/8/1956,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.31.11,Recibo,Unitária,s.l.,30/3/1957,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Eva Veit,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.1,Nota fiscal,Unitária,São Paulo (SP),6/6/1963,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.2,Recibo,Unitária,s.l.,16/7/1956,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.3,Recibo,Unitária,s.l.,16/7/1956,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.4,Recibo,Unitária,São Paulo (SP),28/4/1950,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.5,Nota fiscal,Unitária,São Paulo (SP),7/3/1958,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.6,Conhecimento de transporte,Unitária,São Paulo (SP),17/8/1957,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.7,Conhecimento de transporte,Unitária,São Paulo (SP),13/12/1956,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.8,Conhecimento de transporte,Unitária,São Paulo (SP),13/6/1957,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.9,Nota fiscal,Unitária,São Paulo (SP),14/4/1958,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.32.10,Nota fiscal,Unitária,São Paulo (SP),8/4/1958,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.33.1,Recibo,Unitária,São Paulo (SP),24/8/1957,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1959,,,,,,,,,,
SBP,1.33.2,Nota fiscal,Unitária,São Paulo (SP),20/2/1959,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1959,,,,,,,,,,
SBP,1.33.3,Nota fiscal,Unitária,São Paulo (SP),14/10/1957,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1959,,,,,,,,,,
SBP,1.33.4,Estatuto,Unitária,São Paulo (SP),s.d.,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,2f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1959,,,,,,,,,,
SBP,1.33.5,Carta de encaminhamento de doação,Unitária,São Paulo (SP),23/2/1948,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Mário Basci,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1959,,,,,,,,,,
SBP,1.33.6,Instruções,Unitária,São Paulo (SP),s.d.,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1959,,,,,,,,,,
SBP,1.33.7,Estatuto,Unitária,São Paulo (SP),1944,Impressão,Papel,Folha,,Português,1,2,3f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1959,,,,,,,,,,
SBP,1.34.1,Certificado de registro de estatuto,Unitária,São Paulo (SP),26/9/1944,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Mario da Cunha Rangel,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963,,,,,,,,,,
SBP,1.34.2,Certificado de registro de estatuto,Unitária,São Paulo (SP),20/9/1944,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,2f,Afrânio Rodolfo Horta Lessa,Signatário,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963,,,,,,,,,,
SBP,1.35.1 ,Apontamentos,Unitária,s.l.,s.d.,Manuscritura,Papel,Folha,,Português,1,1,2f,,,,,,,Pesquisa,-,s.l.,s.d.,,,,,,,,,,
SBP,1.35.2,Biografia,Unitária,s.l.,s.d.,Datilografia,Papel,Folha,,Português,1,1,1f,,,,,,,Docência,Cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),1931 - 1956,,,,,,,,,,
SBP,1.35.3,Bibliografia,Unitária,s.l.,s.d.,Datilografia,Papel,Folha,,Português,1,1,2f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,,,,,,
SBP,1.35.4,Certificado,Unitária,Porto Alegre (RS),s.d.,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Palestra,"""Parasitologia de ofídios"", proferida na Universidade Federal do Rio Grande do Sul",Porto Alegre (RS),s.d.,Docência,"Curso de parasitologia, no Instituto Central de Biociências da Universidade Federal do Rio Grande do Sul",Porto Alegre (RS),s.d.,Universidade Federal do Rio Grande do Sul. Instituto Central de Biociências,,,,,
SBP,1.35.5,Reportagem,Unitária,São Paulo (SP),nov/76,Impressão,Papel,Folha,,Português,1,2,2f,,,,,,,Pesquisa,Instituto Butantan,São Paulo (SP),1968 - 1975 ,,,,,,,,,,
SBP,1.36.1,Conferência,Unitária,Londrina (PR),mai/72,Mimeografia,Papel,Folha,,Português,1,1,16f,,,,,,,Publicação,"""A pesquisa na Saúde Pública"", proferida no Hospital das Clínicas de Salvador",Londrina (PR),mai/72,,,,,Diretório Acadêmico Pedreira de Freitas (Universidade Estadual de Londrina),,,,,
SBP,1.36.2,Conferência,Unitária,Londrina (PR),mai/72,Mimeografia,Papel,Folha,,Português,1,1,5f,,,,,,,Publicação,"""A verdadeira universidade"", proferida no instituto Brasileiro para Investigação da Tuberculose",Londrina (PR),mai/72,,,,,Diretório Acadêmico Pedreira de Freitas (Universidade Estadual de Londrina),,,,,
SBP,1.37.1,Carta de encaminhamento de doação,Unitária,Havana - Cuba,23/10/1978,Mimeografia,Papel,Folha,,Espanhol,1,1,1f,Mirtha Jones Milord,Signatário,,,,,Relacionamento profissional,Ministerio de Salud publica - Centro Nacional de Información de Ciencias Médicas - Cuba,,1978,,,,,,,,,,
SBP,1.37.2,Convite,Unitária,São Paulo (SP),31/5/1977,Mimeografia,Papel,Folha,,Português,2,1,3f,,,,,,,Homenagem póstuma,-,São Paulo (SP),1977,,,,,Faculdade de Medicina da Universidade de São Paulo,,,,,
SBP,1.37.3,Discurso,Unitária,São Paulo (SP),31/5/1977,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,9f,Carlos da Silva Lacaz,Autor,,,,,Homenagem póstuma,-,São Paulo (SP),1977,,,,,Faculdade de Medicina da Universidade de São Paulo,,,,,
SBP,1.38.1,Notícias,Serial,São Paulo (SP),4/12/1942,Impressão,Papel,Folha,,Português,7,1,8f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - ,,,,,,,,,,
SBP,1.39.1,Notícias,Serial,São Paulo (SP),dez/42,Impressão,Papel,Folha,,Português,11,1,11f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - ,,,,,,,,,,
SBP,1.40.1,Resenha,Unitária,s.l.,dez/49,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Publicação,Leishmaniose tegumentar americana,São Paulo (SP),1948,,,,,,,,,,
SBP,1.40.2,Artigo,Unitária,São Paulo (SP),mar/56,Impressão,Papel,Folha,,Português,1,1,5f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Consequências médicas das explosões atômicas""",São Paulo (SP),1956,,,,,Revista Paulista de Medicina,,,,"PESSOA, S.B. Consequências médicas das explosões atômicas. Revista Paulista de Medicina, v.48, n.3, p.278-294, mar. 1956. ",
SBP,1.41.1,Artigo,Unitária,Rio de Janeiro (RJ),1971,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,Pérsio de Biasi,Autor,Hélio Emerson Belluomini,Autor,Publicação,"""Nota sobre a transmissão congênita de hemogregarinas em duas espécies de serpentes peçonhentas vivíparas""",Rio de Janeiro (RJ),1971,,,,,Atas da Sociedade de Biologia do Rio de Janeiro,,,,"BIASI, P.; BELLUOMINI, H.E.; PESSOA, S.B.  Nota sobre a transmissão congênita de hemogregarinas em duas espécies de serpentes peçonhentas vivíparas. Atas da Sociedade de Biologia do Rio de Janeiro, v.15, n.1, p.27-28, 1971. ",
SBP,1.41.2,Artigo,Unitária,Rio de Janeiro (RJ),1974,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Nota de nomenclatura: Haemogregarina pallida, França, 1908, e Haemogregarina pallida, Pessoa, Sacchetta e Cavalheiro, 1971""",Rio de Janeiro (RJ),1974,,,,,Atas da Sociedade de Biologia do Rio de Janeiro,,,,"PESSOA, S.B.  Nota de nomenclatura: Haemogregarina pallida, França, 1908, e Haemogregarina pallida, Pessoa, Sacchetta e Cavalheiro, 1971. Atas da Sociedade de Biologia do Rio de Janeiro, v.17, n.2, p.97, 1974. ",
SBP,1.41.3,Artigo,Unitária,Rio de Janeiro (RJ),1972,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,Pérsio de Biasi,Autor,,,Publicação,"""Sobre uma nova espécie de tripanosoma, Trypanosoma pecarii sp.n., parasita do porco-do-mato: Tayassu tajacu tajacu (Linneu)""",Rio de Janeiro (RJ),1972,,,,,Atas da Sociedade de Biologia do Rio de Janeiro,,,,"PESSOA, S.B.; BIASI, P. Sobre uma nova espécie de tripanosoma, Trypanosoma pecarii sp.n., parasita do porco-do-mato: Tayassu tajacu tajacu (Linneu). Atas da Sociedade de Biologia do Rio de Janeiro, v.15, n.2, p.109-111, 1972. ",
SBP,1.41.4,Artigo,Unitária,Goiânia (GO),1974,Impressão,Papel,Folha,,Português,1,2,3f,Samuel Barnsley Pessoa,Autor,Pérsio de Biasi,Autor,,,Publicação,"""Nota sobre a formação de cistos esporogônicos de Hepatozoon sp., parasita da Leimadophis poccilogyrus (Weidi), (serpentes: Colubridae) em sanguessuga experimentalmente infectada""",Goiânia (GO),1974,,,,,Revista de Patologia Tropical,,,,"PESSOA, S.B.; BIASI, P. Nota sobre a formação de cistos esporogônicos de Hepatozoon sp., parasita da Leimadophis poccilogyrus (Weidi), (serpentes: Colubridae) em sanguessuga experimentalmente infectada. Revista de Patologia Tropical, Goiânia, v.3, n.2, p. 221-224, 1974. ",
