"nid","title","field_tipo","field_p_gina_inicial","field_dg","field_disciplina_de_p_s_gradua_o","field_professor_a_texto","field_data_expira_home","field_corpo|value","field_corpo|format"
"664","Edital de abertura para submissões de trabalhos à revista Primeiros Escritos","graduacao/quadro","1","","","",NA,"<p>Está aberto o período para submissões de trabalhos à revista Primeiros Escritos. O período para submissão vai do dia <u>26 de outubro até o dia 25 de novembro</u>.<br />
Os textos deverão ser enviados para o e-mail: <strong><a href=""mailto:primeirosescritosfflch@gmail.com"">primeirosescritosfflch@gmail.com</a></strong></p>

<p>Veja em anexo as regras para o formato e envio dos textos.</p>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/arquivos/Edital%20Primeiros%20Escritos.pdf"">Edital Primeiros Escritos</a><br />
<br />
Outras informações:<span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px""> </span><strong><a href=""http://primeirosescritosfflch.blogspot.com.br/"" style=""color: rgb(17, 85, 204);"" target=""_blank"">http://primeirosescritosfflch.blogspot.com.br/</a></strong></p>","full_html"
"663","Tema de dissertação","graduacao/quadro","1","FLF0238 História da Filosofia Moderna I","","Prof. Dr. Maurício Cardoso Keinert",NA,"<p><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2016-2/Tema da Dissertação de História da Filosofia Moderna II.pdf""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> Tema de dissertação</a></p>

<p>Data de entrega: 20/12/2016<br />
Local: Secretaria do Departamento de Filosofia</p>

<p>Observações: O trabalho deve ter no máximo 10 laudas de texto. Times New Roman, Fonte 12, Espaçamento 1,5.</p>","full_html"
"656","Chamada para publicação de artigos na Revista de Graduação Primeiros Escritos","graduacao/quadro","1","","","",NA,"<p>Saiba maiores informações no edital em: </p>","full_html"
"648","Relatório Científico Anual 2016","posgraduacao/quadro","1","","","",NA,"<p>Prezados(as) alunos(as),</p>

<p>está disponível on-line o <strong>formulário para envio do Relatório Científico Anual </strong>obrigatório a todos estudantes pós-graduandos em filosofia (com ou sem bolsa) e deverá ser <strong>enviado até o dia 15 de dezembro de 2016.</strong></p>

<p>Maiores informações: <a href=""http://filosofia.fflch.usp.br/posgraduacao/relatorio"">http://filosofia.fflch.usp.br/posgraduacao/relatorio</a></p>","full_html"
"645","Cancelamendo da aula Prof. Homero Santiago","graduacao/quadro","1","FLF0463 Ética e Filosofia Política III","","Prof. Dr. Homero Silveira Santiago",NA,"<p>Em virtude do colóquio “Diálogos com Antonio Negri” <strong>não haverá aula</strong> da disciplina FLF0463 Ética e Filosofia Política III, ministrada pelo prof. Homero Silveira Santiago nos próximos dias:</p>

<p>21/10/2016, noturno (sexta-feira)<br />
24/10/2016, vespertino (segunda-feira)</p>

<p> </p>","full_html"
"643","Submissão das fichas de AACC do Programa de Licenciatura em Filosofia","graduacao/quadro, licenciatura/quadro","1","","","",NA,"<p class=""rtejustify"">Caros alunos,</p>

<p class=""rtejustify"">estará aberto<strong> até 30 de novembro de 2016 </strong>o<strong> <a href=""http://filosofia.fflch.usp.br/licenciatura/submissao"">formulário de submissão</a> das fichas de AACC do Programa de Licenciatura em Filosofia. </strong>Não havendo nenhum impedimento, as fichas também poderão ser entregues pessoalmente na Secretaria do Departamento de Filosofia em seu horário de atendimento. As reuniões com a Comissão para análise dos processos de AACC são realizadas sempre ao final de cada semestre letivo, após esse período o aluno deverá checar o sistema Jupiterweb para vereficar as horas de AACCs concedidas. </p>

<p class=""rtejustify"">Saiba mais em: <a href=""http://filosofia.fflch.usp.br/licenciatura/submissao"">http://filosofia.fflch.usp.br/licenciatura/submissao</a></p>","full_html"
"640","Aviso sobre aulas na Semana da ANPOF","graduacao/quadro, posgraduacao/quadro","1","","","",NA,"<p>Em virtude do XVII Encontro Nacional da ANPOF,  no período de 17 a 21 de outubro de 2016, não haverá aula das seguintes disciplinas:<br />
 </p>

<p><strong>Graduação</strong></p>

<p>FLF0389 Ética e Filosofia Política II<br />
Prof. Alberto Ribeiro G. de Barros</p>

<p>FLF0114 Filosofia Geral<br />
Prof. Luís César Oliva</p>

<p>FLF0465 Estética III <br />
Prof. Marco Aurélio Werle</p>

<p>FLF0472 Filosofia da Física<br />
Prof. Osvaldo Pessoa</p>

<p>FLF0218 Estética I<br />
Prof. Ricardo Fabbrini<br />
 </p>

<p><strong>Pós-Graduação</strong></p>

<p>FLF5207 – Filosofia da Ciência (Filosofia da Física Quântica)<br />
Prof. Dr. Osvaldo Pessoa Jr - 4ª feira das 14h às 18h</p>

<p>FLF5206 – História da Filosofia Moderna (A Economia Política no Século XVIII e seus Modelos Fisiológicos) <br />
Prof. Pedro Paulo Pimenta - 5ª feira das 14h às18h</p>

<p>FLF5210 - Filosofia Política (Sobre os Direitos Humanos: Natureza ou Invenção?) <br />
Profa. Dra. Silvana de Souza Ramos e Profa. Dra. Tessa de Moura Lacerda - 4ª feira das 14h às 18h</p>","full_html"
"590","Trabalho de fim de curso:","graduacao/quadro","1","FLF0218 Estética I","","Prof. Dr. Ricardo Nascimento Fabbrini ",NA,"<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2016-2/trabalho%20final%20estetica%20I%20fabbrini.pdf"">Temas para dissertação</a></p>

<p><strong>Data da entrega do trabalho:</strong> 29 de novembro (entregar na secretaria).</p>

<p><strong>Limite:</strong> 14.700 caracteres.</p>

<p> </p>","full_html"
"536","Data de Recuperação","graduacao/quadro","1","FLF0477 Epistemologia das Ciências Humanas","","Prof. Dr. Vladimir Pinheiro Safatle",NA,"<p><strong>Tema do trabalho:</strong> O mesmo tema dado em aula<br />
<strong>Data da entrega:</strong> 15/10/2016</p>","full_html"
"509","Adiamento da aula do Prof. Luis César Oliva","graduacao/quadro","1","FLF0114 Filosofia Geral","","Prof. Dr. Luís César Guimarães Oliva",NA,"<p>Devido ao evento em Homenagem a Profa. Marilena Chauí não haverá aula nesta terça-feira (28/09/2016) para período DIURNO E NOTURNO.</p>","full_html"
"507","Adiamento da aula","graduacao/quadro","1","FLF0461 Filosofia da Linguagem","","Prof. Dr. João Vergílio Gallerani Cuter",NA,"<p><span style=""color:rgb(0, 0, 0); font-family:times new roman,new york,times,serif; font-size:16px"">Na próxima sexta-feira dia 30/09/2016 não haverá aula da disciplina FLF0461 Filosofia da Linguagem (DIURNO/ NOTURNO), a reposição será combinada oportunamente.</span></p>","full_html"
"503","Tema recuperação 1º semestre de 2016","graduacao/quadro","1","FLF0501 Filosofia Geral IV","","Prof. Dr. Eduardo Brandão",NA,"<p><strong>Tema da recuperação: </strong>O mesmo dado em aula<br />
<strong>Data da entrega: </strong>até dia 29/09/2016 na Secretaria do Departamento.</p>","full_html"
"494","Resultado da seleção interna para atribuição de bolsa SANDUÍCHE","posgraduacao/quadro","1","","","",NA,"<p><strong>Comunicado</strong></p>

<p> </p>

<p>A Comissão Coordenadora do Programa de Pós-Graduação em Filosofia, reunida em 26 de agosto de 2016, realizou sessão para analisar os pedidos de bolsa sanduíche em atendimento ao Edital Nº 19/2016 do Programa de Doutorado-sanduíche no exterior – PDSE da CAPES.</p>

<p> </p>

<p>Os critérios adotados para a análise dos pedidos foram:</p>

<p>1) Análise do plano de estudos;</p>

<p>2) Análise do currículo;</p>

<p>3) Estágio da pesquisa;</p>

<p>4) Grau de cooperação acadêmica com o orientador estrangeiro.</p>

<p> </p>

<table align=""center"" border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th scope=""col"" style=""width:283px"">
			<p>Candidatos</p>
			</th>
			<th scope=""col"" style=""width:161px"">
			<p>Orientador</p>
			</th>
			<th scope=""col"" style=""width:172px"">
			<p>Univ. Estágio</p>
			</th>
			<th scope=""col"" style=""width:139px"">
			<p>Co-orientador</p>
			</th>
			<th scope=""col"" style=""width:117px"">
			<p>Resultado</p>
			</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""width:283px"">
			<ol>
				<li>Diogo Henrique Bispo Dias</li>
			</ol>
			</td>
			<td style=""width:161px"">
			<p>Edélcio Gonçalves de Souza</p>
			</td>
			<td style=""width:172px"">
			<p>Univ. Miami - EUA</p>
			</td>
			<td style=""width:139px"">
			<p>Otávio Bueno</p>
			</td>
			<td style=""width:117px"">
			<p><strong>Aprovado</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:283px"">
			<ol start=""2"">
				<li>Thiago Vargas Escobar Azevedo</li>
			</ol>
			</td>
			<td style=""width:161px"">
			<p>Maria das Graças de Souza</p>
			</td>
			<td style=""width:172px"">
			<p>Univ. Paris I – Panthéon-Sorbonne – FR</p>
			</td>
			<td style=""width:139px"">
			<p>Laurent Jaffro</p>
			</td>
			<td style=""width:117px"">
			<p><strong>Aprovado</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:283px"">
			<ol start=""3"">
				<li>Juarez Lopes Rodrigues</li>
			</ol>
			</td>
			<td style=""width:161px"">
			<p>Luís César Guimarães Oliva</p>
			</td>
			<td style=""width:172px"">
			<p>Univ. Paris I – Panthéon-Sorbonne – FR</p>
			</td>
			<td style=""width:139px"">
			<p>Chantal Jaquet</p>
			</td>
			<td style=""width:117px"">
			<p><strong>Aprovado</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:283px"">
			<ol start=""4"">
				<li>Thiago Mathyas Ferrador</li>
			</ol>
			</td>
			<td style=""width:161px"">
			<p>Caetano Ernesto Plastino</p>
			</td>
			<td style=""width:172px"">
			<p>Univ. Miami - EUA</p>
			</td>
			<td style=""width:139px"">
			<p>Otávio Bueno</p>
			</td>
			<td style=""width:117px"">
			<p><strong>Aprovado</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:283px"">
			<ol start=""5"">
				<li>Ciro Lourenço Borges Jr.</li>
			</ol>
			</td>
			<td style=""width:161px"">
			<p>Milton Meira do Nascimento</p>
			</td>
			<td style=""width:172px"">
			<p>Univ. Paris I – Sorbonne – FR</p>
			</td>
			<td style=""width:139px"">
			<p>Bertrand Binoche</p>
			</td>
			<td style=""width:117px"">
			<p><strong>Aprovado</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:283px"">
			<ol start=""6"">
				<li>Ana Letícia Adami</li>
			</ol>
			</td>
			<td style=""width:161px"">
			<p>Sérgio Cardoso</p>
			</td>
			<td style=""width:172px"">
			<p>Columbia Univ – EUA</p>
			</td>
			<td style=""width:139px"">
			<p>Jo Ann Cavallo</p>
			</td>
			<td style=""width:117px"">
			<p><strong>Aprovado</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:283px"">
			<ol start=""7"">
				<li>Jorge Luís Palicer do Prado</li>
			</ol>
			</td>
			<td style=""width:161px"">
			<p>Maria Lúcia Mello e Oliveira Cacciola</p>
			</td>
			<td style=""width:172px"">
			<p>Univ Salento – IT</p>
			</td>
			<td style=""width:139px"">
			<p>Domenico Fazio</p>
			</td>
			<td style=""width:117px"">
			<p><strong>Aprovado</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:283px"">
			<p>*Geraldo Adriano Godoy de Campos </p>
			</td>
			<td style=""width:161px"">
			<p>Olgária Chain Féres Matos</p>
			</td>
			<td style=""width:172px"">
			<p>Columbia Univ. – EUA</p>
			</td>
			<td style=""width:139px"">
			<p>Hamid Dabashi</p>
			</td>
			<td style=""width:117px"">
			<p><strong>Indeferido</strong><a href=""#_ftn1"" name=""_ftnref1"" title=""""><strong><strong>[1]</strong></strong></a></p>
			</td>
		</tr>
	</tbody>
</table>

<p> </p>

<p>Os candidatos aprovados deverão comparecer na secretaria do Departamento de Filosofia entre os dias <strong>08 e 12 de setembro de 2016</strong> para a finalização dos procedimentos de encaminhamento à Pró-Reitoria de Pós-Graduação.</p>

<div> 
<hr />
<div id=""ftn1"">
<p><a href=""#_ftnref1"" name=""_ftn1"" title="""">[1]</a> <strong><u>Documentação incompleta</u></strong> - não apresentou a carta do co-orientador no exterior</p>
</div>
</div>","full_html"
"493","Aula na Semana da Pátria","graduacao/quadro","1","FLF0114 Filosofia Geral","","Prof. Dr. Moacyr Ayres Novaes Filho",NA,"<p>Haverá aula normal no próximo dia 05/09/2016 (segunda-feira) diurno e noturno - sala 100</p>","full_html"
"492","Aula na Semana da Pátria","graduacao/quadro","1","FLF0509 Teoria das Ciências Humanas IV","","Prof. Dr. Luiz Sérgio Repa",NA,"<p>Haverá aula normal no próximo dia 05/09/2016 (terça-feira) às 19h30 sala 111.</p>","full_html"
"486","Tema de recuperação","graduacao/quadro","1","FLF0248 História da Filosofia Contemporânea I","","Prof. Dr. Alex de Campos Moura",NA,"<p><strong>Tema de recuperação:</strong> o mesmo tema do trabalho final.<br />
<strong>Data da entrega:</strong> 15/09/2016<br />
<strong>Local:</strong> secretaria</p>","full_html"
"482","Deferimentos de inscrição -  Processo Seletivo Pós-graduação em 2017","posgraduacao/quadro","1","","","",NA,"<p><strong>Lista de deferimento e dispensas das provas do Processo Seletivo de Ingresso na Pós-graduação em 2017:</strong></p>

<p><a href=""http://filosofia.fflch.usp.br/posgraduacao/deferimentos"">http://filosofia.fflch.usp.br/posgraduacao/deferimentos</a></p>","full_html"
"480","Tema da dissertação final - 2º semestre de 2016","graduacao/quadro","1","FLF0463 Ética e Filosofia Política III","","Prof. Dr. Homero Silveira Santiago",NA,"<p><strong>Tema para a dissertação</strong></p>

<p> “Há uma forma autoritária de pensar, e não apenas pensamentos que nasçam de formas autoritárias de agir.”</p>

<p>Marilena Chaui,<br />
<br />
“Apontamentos para uma crítica da Ação Integralista Brasileira”, em Manifestações ideológica do autoritarismo brasileiro, Belo Horizonte, ed. Autêntica, 2013p. 27.</p>

<p><strong>Entrega dos trabalhos até: </strong>16/12/16 (sexta-feira) na secretaria do Departamento de Filosofia ou para o professor.</p>

<p> </p>","full_html"
"478","Aviso sobre a aula","graduacao/quadro","1","FLF0116 Filosofia Geral I","","Prof. Dr. Pablo Rubén Mariconda",NA,"<p>No próximo dia 18/08/2016 (quinta-feira), não haverá aula para os períodos <strong>diurno e noturno</strong>.</p>","full_html"
"477","Adiamento de aula","graduacao/quadro","1","FLF0239 História da Filosofia Moderna II","","Prof. Dr. Maurício Cardoso Keinert",NA,"<p>Por motivo de saúde não haverá aula nos dias 15/08/2016 (Noturno) e 16/08/2016 (Diurno)</p>","full_html"
"476","Horas de Licenciatura lançadas","graduacao/quadro, licenciatura/quadro","1","Licenciatura - AACC","","",NA,"<p>Horas atribuidas na Licenciatura - AACC , e deferidas pela Comissão em reunião de 12 de agosto de 2016.</p>

<p>Lançadas no resumo escolar da graduação.</p>","full_html"
"475","Tema de recuperação","graduacao/quadro","1","FLF0278 Teoria das Ciências Humanas I","","Prof. Dr. Vladimir Pinheiro Safatle",NA,"<p><strong>Tema do Trabalho: </strong>O mesmo tema dado em aula<br />
<strong>Data:</strong> 30/08/2016, na Secretaria do Departamento</p>","full_html"
"473","Informe sobre trabalho","posgraduacao/quadro","1","","FLF5200-1 Historia da Filosofia Contemporânea","Prof. Dr. Franklin Leopoldo e Silva",NA,"<div>Aos Alunos da disciplina FLF5200-1 Historia da Filosofia Contemporânea ( Intuição, Imaginação e Verdade no Pensamento de Bergson)</div>

<div> </div>

<div>Devido às circunstâncias, não apenas relativas às condições do final do curso, mas também, e sobre tudo, devido a problemas de saúde a partir de meados de julho, a correção dos trabalhos não pode ser feita com a devida atenção e comentários, que seriam necessários para que os alunos pudessem contar com um retorno adequado. Em vista desta situação e não sendo possível estender o prazo para entrega de notas, informo que estarei, proximamente, à disposição daqueles que desejarem conversar sobre o trabalho. Será necessário marcar um encontro, o que faremos de acordo com as possibilidades. Se assim o desejar, reenvie o trabalho para releitura e posterior encontro para conversa.</div>

<div> </div>

<div class=""rteright"">Prof. Dr. Franklin Leopoldo e Silva</div>","full_html"
