"nid","title","field_tipo_evento","field_data_do_evento","field_data_do_evento_fim","field_data_eventos_externos","field_data_eventos_externos_fim","field_campo_extra","field_ministrantes","field_adicionar_maiores_informa_","field_informacoes_essenciais","field_org","field_p_gina","field_contato","field_local","field_mapa_do_local","field_endereco_evento","field_outras_informacoes_evento","field_programa_o_do_evento","field_imagem_de_divulga_o"
"1347","Curso de Difusão ""Georges Canguilhem: técnica e meio""","1","17/05/2018 - 10:00","17/05/2018 - 10:00","","","De 17 de maio a 6 de junho de 2018 [às quintas-feiras]","Dr. Marcos Daniel Camolezi","","<p><span style=""font-family:georgia,serif"">Curso de Difusão</span></p>

<p><span style=""font-family:georgia,serif""><strong>De 17/05 a 07/06/2018<br />
Quintas-feiras<br />
Das 10h00 às 12h00<br />
Sala 117</strong></span></p>

<p><span style=""font-family:georgia,serif""><strong><span style=""font-size:14px"">Georges Canguilhem: técnica e meio</span></strong></span></p>

<p><span style=""font-family:georgia,serif"">Trata-se de apresentar o problema da técnica como modo privilegiado da relação entre o ser vivo e seu meio na obra do filósofo e historiador das ciências Georges Canguilhem (1904­1995). Com ênfase nas publicações, aulas e conferências feitas entre 1937 e 1947, nosso comentário procurará pontos de entrelaçamento entre a produção intelectual do autor e sua própria trajetória. Como surge o problema da técnica para Canguilhem, como ele o conserva e, finalmente, como dá a ele um tratamento original? Qual é o lugar das obras de Henri Bergson e de Gaston Bachelard na produção intelectual de Canguilhem entre 1937 e 1947, e, sobretudo, por que a relevância da medicina se avulta aos olhos do autor nesse mesmo período? Por que a técnica não se define como ciência aplicada, e por que a ciência não precede a realidade centrada “no meio próprio do homem”? Enfim, por que, segundo Canguilhem, “o nascimento, o devir e os progressos da ciência […] devem ser compreendidos como uma espécie de empreitada bastante arriscada da vida”? Tentaremos responder a essas e outras perguntas nos quatro encontros assim organizados.</span></p>
","Pró-Reitoria de Cultura e Extensão Universitária","http://sce.fflch.usp.br/node/2688","<a href=""mailto:agenda@usp.br"">agenda@usp.br</a>","Sala 117","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/01%20Georges%20Canguilhem%20t%C3%A9cnica%20e%20meio.jpg"
"1345","I CONGRESSO INTERNACIONAL DE FILOSOFIA LATINO- AMERICANA: Perspectivas e desafios da integração-Latino-Americana","2","","","24/09/2018","27/09/2018","24 a 27 de setembro de 2018","UNILA - UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO AMERICANA ","","","","","<a href=""mailto:congressofilolatinoamericana@gmail.com "">congressofilolatinoamericana@gmail.com </a>","FOZ DO IGUAÇU, PR ","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","",""
"1338","Philosophy of Quantum Gravity: A short course on string theory","1","18/06/2018 - 17:00","21/06/2018 - 17:00","","","18 a 21 de junho de 2018 a partir das 17h","","","<p><strong>Philosophy of Quantum Gravity: A short course on string theory </strong><br />
Prof. Nick Huggett (UIC) </p>

<p><strong>18 a 21de junho de 2018</strong></p>

<p><strong>Organização:</strong> Prof. Dr. Osvaldo Frota Pessoa Jr.</p>

<p><strong>Local: I</strong>nstituto de Física<br />
IF-USP</p>
","","","","Instituto de Física - IF/USP","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Instituto de Física - IF/USP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/Filosofia%20da%20Gravidade%20Quantica.pdf, http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/Convite-Philosophy-Quantum-Gravity-2.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/poster-nick.jpg"
"1336","Lançamento do livro ""A boa política – Ensaios sobre a democracia na era da internet"", do Prof. Renato Janine Ribeiro","2","","","23/04/2018","23/04/2018","23 de abril de 2018, 19h","Prof. Renato Janine Ribeiro","","<p> </p>

<p><span style=""font-family:georgia,serif""><span style=""font-size:14px""><strong>Segunda-feira, 23 de abril, às 19h</strong></span></span></p>

<p><span style=""font-family:georgia,serif"">Lançamento do livro <strong><em>A boa política – Ensaios sobre a democracia na era da internet</em></strong>, do Prof. Renato Janine Ribeiro, em debate com o historiador e cientista político Luiz Felipe de Alencastro.</span></p>

<p><span style=""font-family:georgia,serif"">Mediação: Uirá Machado</span></p>

<p><span style=""font-family:georgia,serif"">Após o bate-papo, haverá sessão de autógrafos.</span></p>

<p><span style=""font-family:georgia,serif""><strong>Livraria Cultura – Teatro Eva Herz<br />
Avenida Paulista, 2073 – Conjunto Nacional</strong><br />
<sub>Teatro sujeito à lotação. Serão distribuídas senhas a partir das 18h em frente ao teatro.</sub></span></p>
","","https://www.facebook.com/events/206914223405596/","","Livraria Cultura – Teatro Eva Herz Avenida Paulista, 2073 – Conjunto Nacional","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/2018%2004%2023%20Lan%C3%A7amento%20Livro%20Pro%20Janine%20Ribeiro.jpg"
"1335","Ciência e moral em Descartes","1","23/04/2018 - 14:00","23/04/2018 - 14:00","","","23 de abril de 2018 – 14:00","Prof. Érico Andrade (UFPE)","","<p><strong><u>Lançamentos</u></strong><u>:</u></p>

<ul>
	<li><em>A ciência em Descartes. Fábula e certeza</em></li>
	<li><em>Sobre a generosidade. Certeza, ação e paixão na ética cartesiana</em></li>
</ul>

<p>Editora Loyola</p>
","","","","Sala 100","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_ciencia_moral_descartes.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_ciencia_moral_descartes.jpg"
"1334","Seminário de Leitura: A condição humana e A vida do espírito, de Hannah Arendt","1","20/04/2018 - 14:30","20/04/2018 - 14:30","","","De 20 de abril a 29 de junho de 2018 (às sextas-feiras)","Dr.ª Adriana Carvalho Novaes (Pós-doutoranda do Depto. de Filosofia USP)","","","","","","Sala 113","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/2018%2004%2020%20Seminario%20Leitura%20Adriana%20Novaes.jpg"
"1333","Conferência: L'unité de la cité à rechercher selon Aristote","1","13/04/2018 - 14:00","13/04/2018 - 19:00","","","13 de abril de 2018","Prof. Jean-Marc Narbonne [Université Laval | Canadá]","","","Projeto Temático Teorias da Causalidade na Filosofia Antiga [Prof. Marco Zingano]","","<a href=""mailto:eventosdf@usp.br"">eventosdf@usp.br</a>","Sala 115","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/2018%2004%2013%20Confer%C3%AAncia%20Prof%20Jean%20Marc%20Narbonne.jpg"
"1329","Conferências no Depto. de Ciência Política e Depto. de Filosofia","1","20/04/2018 - 15:00","20/04/2018 - 15:00","","","20 e 26 de abril de 2018","Prof. Philippe Urfalino","","<p>Conferências do Departamento de Ciência Política e do Departamento de Filosfofia</p>

<h1>Prof. Philippe Urfalino</h1>

<p>Directeur d'études <span style=""font-size:10px"">EHESS </span>| Centre d'études sociologiques et politiques Raymont Aron [<span style=""font-size:10px"">CESPRA</span>]</p>

<p><strong>20 de abril | 15h00 | sala 08</strong></p>

<p class=""rteindent1""><em>Social ontology of collective entities</em></p>

<p><strong>26 de abril | 19h30 | sala 1031</strong></p>

<p class=""rteindent1""><em>The authority of majority decisions</em></p>
","Prof. Ricardo Terra e Prof. Rúrion Soares Melo","","","Salas 08 e 1031","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/Conferencia%20Prof%20Urfalino.jpg"
"1328","Lançamento do livro: Como nasce o novo. Experiência e diagnóstico de tempo na Fenomenologia do espírito de Hegel","2","","","17/04/2018","17/04/2018","Dia 17 de abril de 2018 às 19h30","Marcos Nobre (Unicamp)","","","","","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Livraria da Vila - Alameda Lorena, 1731 - Jardim Paulista. São Paulo, SP - 01424-002","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/como-nasce-o-novo-convite.png","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/como-nasce-o-novo-convite.png"
"1317","1º Seminário internacional sobre Fenomenologia","1","17/04/2018 - 14:00","17/04/2018 - 18:00","","","Dia 17/04/2018 – 14h00 ","Prof. Pedro M. S. Alves (Univ. de Lisboa – Portugal)","","<p><strong>Perception and Passivity. Can the Passive Pre-Givenness Be Phenomenalized?</strong></p>

<p>O prof. Pedro M. S. Alves discutirá sua pesquisa em desenvolvimento sobre a obra de E. Husserl.  </p>
","Prof. Dr. Marcus Sacrini Ayres Ferraz","","","Sala 008","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_1_seminario_fenomenologia.pdf, http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_1_seminario_fenomenologia%28handout%29.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_1_seminario_fenomenologia.jpg"
"1316","Aula inaugural e I Seminário de Pesquisa Proprama Interstitucional em Filosofia USP/Universidade Federal do Acre (UFAC)","2","","","15/04/2018","20/04/2018","De 16 a 20 de abril de 2018","Prof. Moacyr Novaes (DF USP) e Prof. João Vergílio Cuter (DF USP)","","<p>Aula inaugural e I Seminário de Pesquisa Proprama Interstitucional em Filosofia USP/Universidade Federal do Acre (UFAC)</p>
","Departamento de Filosofia da USP/UFAC","","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Afiteatro Garibaldi Brasil, Universidade Federal do Acre","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/Aula%20inaugural%20doutorado%20UFAC.jpg"
"1313","Centro de Estudos de Filosofia Patrística e Medieval de São  Paulo (CEPAME)","1","09/04/2018 - 14:00","09/04/2018 - 14:00","","","Dias 09, 11 e 13/04 (USP), 10/04 (UFABC) e 16/04 (USP)","","1","","","","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Veja abaixo:","<p><strong>Programação</strong></p>

<p><strong>Seminário: <em>Un échange entre Augustin et Nebridius sur la phantasia</em> (Lettre 6-7)</strong><br />
Prof. Dr. Emmanuel Bermon (Université Bordeaux-Montaigne)<br />
Dias 09, 11 e 13 de abril, 16h, FFLCH/USP, Sala: 08</p>

<p><strong>Conferência GESA/UFABC: As aporias das <em>Confissões </em>agostinianas.</strong><br />
Prof. Dr. Emmanuel Bermon (Université Bordeaux-Montaigne)<br />
10 de abril, 19h, UFABC, Sala 01.</p>

<p><strong>Conferência CEPAME: Gregório de Rimini.</strong><br />
Profa. Dra. Pascale Bermon (CNRS)<br />
16 de abril, 14h, FFLCH/USP, Sala 08.</p>

<p><strong>Local:</strong></p>

<p><strong>FFLCH- USP</strong><br />
Conjunto Didático de Filosofia e Ciências Sociais - USP. Av. Prof. Luciano Gualberto, 315. Cidade Universitária - São Paulo/SP.<br />
<br />
<strong>UFABC</strong><br />
Alameda da Universidade, s/no, Bloco Alpha 2, Sala 01. Bairro Anchieta - São Bernardo do Campo/ SP</p>
","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_CEPAME_Bermon.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_CEPAME_Bermon.jpg"
"1298","Conferência: Kantianism and physilogy of mind: From the organ of the soul to the organization of the mind ","1","02/04/2018 - 14:00","02/04/2018 - 14:00","","","2 de abril de 2018","Prof. Dr. Paolo Pecere","","","Prof. Márcio Suzuki","","","Sala 113","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/Cartaz%20Conferencia%20Pecere.jpg","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/Cartaz%20Conferencia%20Pecere.jpg"
"1297","CALF Grupo de estudos de Filosofia Chinesa","1","03/04/2018 - 14:00","03/04/2018 - 14:00","","","03 de abril de 2018","Prof. João Vergílio G. Cuter (DF) e Profa. Ho Yeh Chia (DLO)","","<p><strong>CALF Grupo de estudos de Filosofia Chinesa</strong></p>

<p>O professor João Vergílio G. Cuter (DF) e a professora Ho Yeh Chia (DLO) convidam os alunos e demais interessados para duas séries de seminários a respeito da filosofia clássica chinesa. Reunião inicial no dia 03 de abril às 14hs na sala 261 do prédio de Letras. Maiores detalhes na programação.</p>
","","","","Sala 260 (Conjunto Didático de Letras)","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_CALF_Programacao_2018.pdf",""
"1279","Curso de Difusão ""Imaginação e especulação na filosofia moral de Adam Smith""","1","03/04/2018 - 11:30","03/04/2018 - 11:30","","","De 03/04 a 24/05/2018. Terça e quinta, das 11:30 às 13:30.","Leonardo André Paes Müller","","","Prof. Dr. Pedro Paulo Garrido Pimenta","http://sce.fflch.usp.br/node/2634","","Sala 119","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","",""
