ID,NOME,TITULO,QUALIFICACAO,DISCIPLINA,UNIVERSIDADE,ORIENTADOR,PAG,PALAVRASCHAVE,ANO,LINK
308,Frederico César Barbosa de Oliveira,Quando resistir é habitar: lutas pela afirmação territorial dos Kaiabi no Baixo Teles Pires,Doutorado.,Etnologia indígena,Universidade de Brasília,Paul Elliot Little,344p.,"índios Kaiabi, relações ecológicas, etnografia, elaborações territoriais",00/00/2010,http://repositorio.unb.br/handle/10482/7264
309,Gabriel Garcêz Bertolin,Entre Outros: uma Análise da Transformação Ritual entre os Kagwahiva,Mestrado.,Etnologia indígena,Universidade Federal de São Carlos,Edmundo Antonio Peggion,216p.,"Kagwahiva, ritual, transformação, temporalidade",00/00/2004,https://repositorio.ufscar.br/handle/ufscar/7587
310,Gabriel Nava Lima,"De São Pedro para Remanso: poder local, estratégias políticas e conseqüências da ação oficial em processo de desintrusão de área indígena",Mestrado.,Etnologia indígena,Universidade Federal do Maranhão,,,,,
311,Gabriel Ulian,"""Eu ando em terra alheia, procurando a minha aldeia"": territorialização dos Atikum em Mato Grosso do Sul",Mestrado.,Etnologia indígena,Universidade Federal da Grande Dourados,Jorge Eremites de Oliveira,128p.,"índios Atikum, Reserva Indígena Nioaque, ritual del Toré",00/00/2013,https://www.academia.edu/6727060/GABRIEL_ULIAN_EU_ANDO_EM_TERRA_ALHEIA_PROCURANDO_A_MINHA_ALDEIA_TERRITORIALIZA%C3%87%C3%83O_DOS_ATIKUM_EM_MATO_GROSSO_DO_SUL
312,Gabriela Barbosa Lima e Santos,Saúde Indígena: práticas de cura na tradição de conhecimento entre os Kaiowá e Guarani em situação de acampamento no cone sul do Mato Grosso do Sul,Mestrado.,Etnologia indígena,Universidade Federal da Grande Dourados,Graziele Acçolini,106p.,"saúde e doença, Kaiowá e Guarani, prática de cura, Xamanismo, acampamento indígena",00/00/2016,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4987828#
313,Gabriela Copello Levy,"Vozes inscritas : o movimento de San Miguel entre os Pemon, Venezuela",Mestrado.,Etnologia indígena,Universidade Estadual de Campinas,Nádia Farage,166p.,"Movimento religioso de San Miguek, Arekuna, Kamarakoto, Taurepang",00/00/2003,http://repositorio.unicamp.br/handle/REPOSIP/281786
314,Gabriela Gonçalves Junqueira,"O visível e o invisível nas relações de contato dos grupos Jê Meridionais: uma análise da caça, guerra e dos rituais funerários como relações de predação, produção e controle dos poderes latentes da alteridade",Mestrado.,Etnologia indígena,Universidade Federal de Uberlândia,Marcel Mano,115p.,"Jê meriodionais, caça, guerra, ritual funerário, predação, apropriação, produção de pessoas",00/00/2017,http://repositorio.ufu.br/handle/123456789/18637
315,Genoveva Santos Amorim,"Os coletivos madija e o ritual do ajie: Relações de alteridade entre os kulina no baixo juruá 
",Mestrado.,Etnologia indígena,Universidade Federal do Amazonas,Carlos Machado Dias Júnior,146p.,"Kulina, coletivos madija, ritual do Aije, xamanismo",00/00/2014,http://bdtd.ufam.edu.br/handle/tede/2870
316,Georgia da Silva,"Chama os Atikum que eles desatam já : práticas terapêuticas, sabedores e poder",Mestrado.,Etnologia indígena,Universidade Federal de Pernambuco,Renato Monteiro Athias,116p.,"saúde indígena, intermedicalidade, poder",00/00/2007,http://repositorio.ufpe.br/handle/123456789/796
317,Geraldo Barboza de Oliveira Junior,Os Macuxi: desnvolvimento e políticas públicas em Roraima,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Rafael José de Menezes Bastos,138p.,"Indígenas Macuxi, políticas públicas, desenvolvimento econômico da região, FUNAI, contexto sócio-cultural",00/00/1998,https://repositorio.ufsc.br/bitstream/handle/123456789/77825/147354.pdf?sequence=1
318,Geraldo L. Andrello,"Iauarete : transformações sociais e cotidiano no rio Uaupes (alto rio Negro, Amazonas)",Doutorado.,Etnologia indígena,Universidade Estadual de Campinas,Mauro William Barbosa de Almeida,439p.,"premissas sociocosmológicas, Iauaratê, identidade indígena",00/00/2004,https://www.cpei.ifch.unicamp.br/biblioteca/iauarete-transforma%C3%A7%C3%B5es-sociais-e-cotidiano-no-rio-uaupes-alto-rio-negro-amazonas
319,Geraldo L. Andrello,Os Taurepang : memoria e profetismo no Seculo XX,Mestrado. ,Etnologia indígena,Universidade Estadual de Campinas ,Vanessa Lea,188 p.,"reconstrução da história Taurepáng, significativa de população, origens",00/00/1993,https://www.cpei.ifch.unicamp.br/biblioteca/os-taurepang-mem%C3%B3ria-e-profetismo-no-s%C3%A9culo-xx
320,Gersem José dos Santos Luciano,"""Projeto é como branco trabalha; as lideranças que se virem para aprender e nos ensinar"": experiências dos povos indígenas do alto rio Negro",Mestrado. ,Etnologia indígena,Universidade de Brasília,Henyo Trindade Barretto Filho,162 p.,"povos indígenas, índios Baniwa, alto Rio Negro, Amazônia, etnodesenvolvimento e projetos de desenvolvimento",00/00/2006,http://repositorio.unb.br/handle/10482/5522
321,Gersem José dos Santos Luciano,Educação para manejo e domesticação do mundo: entre a escola ideal e a escola real: os dilemas da educação escolar indígena no Alto Rio Negro,Doutorado.,Etnologia indígena,Universidade de Brasília,Stephen Grant Baines,370p.,"Rio Negro, povos indígenas, escola, educação, indigenismo",00/00/2011,http://repositorio.unb.br/handle/10482/9931
322,Géssia Cristina dos Santos ,"Com mais briga as diferenças se mantêm: noções de pertencimento, mistura e pureza étnica entre Kaingang, Guarani e Xetá no contexto da ti São Jerônimo (PR)",Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Edviges Marta Ioriz ,255p.,"Kaingang, Guarani, Xetá, territorialização, identidade étnica, faccionalismo",00/00/2017,http://150.162.242.35/handle/123456789/177868
323,Gilton Mendes dos Santos,Seara de homens e deuses : uma etnografia dos modos de subsistencia dos Enawene-Nawe,Mestrado.,Etnologia indígena,Universidade Estadual de Campinas,Márcio Ferreira da Silva,153p.,"Enawene-Nawe, modos de subsistência, aspectos técnicos e simbólicos, série sócio-cosmológicas",00/00/2001,http://repositorio.unicamp.br/handle/REPOSIP/278929
324,Gilton Mendes dos Santos,"""Da cultura à natureza - um estudo do cosmos e da ecologia dos enawene-nawe"" ",Doutorado.,Etnologia indígena,Universidade de São Paulo,Márcio Ferreira da Silva,241p.,"natureza/cultura, cosmologia, ecologia, Enawene-Nawe, Amazônia Meriodional",00/00/2006,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-21052006-224829/en.php
325,Giovana Acacia Tempesta,Travessia de Banzeiros: historicidade e organização sociopolítica apiaká,Doutorado.,Etnologia indígena,Universidade de Brasília,Alcida Rita Ramos,322p.,"concepções apiakás, categorias sociais nativas, identidade étnica",00/00/2009,http://repositorio.unb.br/handle/10482/4047
326,Gladson Paulo Milhomens Fonseca ,Arché Tupi ou uma leitura arquetípica da mulher índia em casa-grande & senzala,Mestrado.,Etnologia indígena,Universidade Federal do Rio Grande do Norte,Ana Laudelina Ferreira Gomes,81p.,"mulher índia, inconsciente coletivo, arquétipo",00/00/2010,https://repositorio.ufrn.br/jspui/handle/123456789/13587
327,Glauco Fernandes Machado,Os significados das imagens fílmicas: um diálogo com os índios Kapinawá,Mestrado.,Etnologia indígena,Universidade Federal de Pernambuco,Renato Monteiro Athias,109p.,"antropologia visual, significados da imagem, índios Kapinawá",00/00/2009,http://repositorio.ufpe.br/handle/123456789/740
328,Glória Marina Valle,Mapuches de Rucachoroy: identidade e lógicas do menosprezo em relação à prática social intra e interétnica,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Silvio Coelho dos Santos,175p.,"Mapuche, sentimentos de ameaça existencial, xamanismo",00/00/1992,https://repositorio.ufsc.br/handle/123456789/76810
329,Graziela Britez Turdera,"No meio do caminho saúde indígena havia o cuidado do Estado. Havia o cuidado do Estado no meio do caminho? Reflexões genealógicas etnográficas sobre produções de saúde na cidade de Dourados, Mato Grosso do Sul",Mestrado.,Etnologia indígena,Universidade Federal da Grande Dourados,Simone Becker,138p.,"etnografia, saúde indígena, rede pública de saúde",00/00/2016,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4989436
330,Graziela Rodrigues de Almeida,Terras indígenas e o licenciamento ambiental da usina hidrelétrica de Estreito: análise etnográfica de um conflito socioambiental,Mestrado.,Etnologia indígena,Universidade de Brasília,Paul Elliot Little,122p.,"análise etnográfica, conflito socioambiental, interpretações dos atores sociais",00/00/2007,http://repositorio.unb.br/handle/10482/1383
331,Guilherme Lavinas Jardim Falleiros,A dádiva e o círculo:- um ensaio sobre reciprocidade a\ uwe-xavante,Mestrado.,Etnologia indígena,Universidade de São Paulo,Beatriz Perrone-Moisés,137p.,"reciprocidade, dádiva, A'uwe-Xavante, predação e tradição, simbolismo",00/00/2005,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-29012007-215748/en.php
332,Guilherme Ramos Cardoso,Uma leitura sobre identidade e etnicidade na literatura sobre os Awá-Guajá,Mestrado.,Etnologia indígena,Universidade Federal Fluminense,Eliane Cantarino O'Dwyer,100p.,"etnicidade, identidade, etnologia, Amazônia, Awá-Guajá",00/00/2013,http://ppgantropologia.sites.uff.br/wp-content/uploads/sites/16/2016/07/Guilherme-Cardoso_2013.pdf
333,Gustavo de Oliveira Araújo,Com quantos paus se faz uma boneca?: “Entalhes” de uma etnografia da boneca de madeira Karajá ,Mestrado.,Etnologia indígena,Universidade Federal de Goiás,Manuel Ferreira Lima Filho,140p.,"arte, Karajá, museus, arte, museu",00/00/2016,http://repositorio.bc.ufg.br/tede/handle/tede/6701
334,Gustavo Hamilton de Sousa Menezes,Yanomami na encruzilhada da conquista: contato e transformação na fronteira amazônica,Doutorado.,Etnologia indígena,Universidade de Brasília,Alcida Rita Ramos,245p.,"Yanomami, trajetória, noroeste da Amazônia, contexto histórico",00/00/2010,http://www.repositorio.unb.br/handle/10482/8575
335,Hanna Cibele Lins Rocha Limulja,Uma etnologia da escola indígena Fen'Nó à luz da noção de corpo e das experiências das crianças kaingang e guarani,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Antonella Maria Imperatriz Tassinari,139p.,"antropologia da infância, educação escolar indígena, noção de corpo, relações interétnicas",00/00/2007,https://repositorio.ufsc.br/handle/123456789/90166
336,Harald Sá Peixotto Pinheiro,"Mitopoética dos Muyraquitãs, Porandubas e Moronguetás: ensaios de etnopoesia Amazônica",Doutorado.,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Edgard de Assis Carvalho,250p.,"errancia, mitocriação, etnopoesia, mitopoética, performance, arte verbal",00/00/2013,https://tede2.pucsp.br/handle/handle/3529
337,Helder Farago,Xamanismo e poder entre os grupos de língua Pano ,Mestrado.,Etnologia indígena,Uni versidade Federal do Rio de Janeiro,Eduardo Viveiros de Castro,81p.,"Xamanismo, poder político, Pano, identidade/alteridade, noção de pessoa nativa",00/00/2005,https://pt.scribd.com/document/17126945/Xamanismo-e-poder-lingua-Pano-dissertacao-2005-UFRJ
338,Helen Catalina Ubinger,Os Tupinambá da Serra do Padeiro: Religiosidade e territorialidade na luta pela terra indígena,Mestrado.,Etnologia indígena,Universidade Federal da Bahia,Cecilia Anne Mccallum,189p.,"Tupinambá, movimento indígena, religião, ação política, território",00/00/2012,https://repositorio.ufba.br/ri/handle/ri/12573
339,Helen Cristina de Souza,Ensino superior e povos indígenas no Brasil,Doutorado.,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Carmen Sylvia de Alvarenga Junqueira,189p.,"povos indígenas, ensino superior, políticas públicas",00/00/2010,https://tede2.pucsp.br/handle/handle/3276
340,Henrique Aniceto Kujawa,Conflitos territoriais envolvendo indígenas e agricultores no norte do Rio Grande do Sul: a trajetória de políticas públicas contraditórias,Doutorado.,Etnologia indígena,Universidade do Vale do Rio dos Sinos,José Rogério Lopes,181p.,"agricultores, conflito social, etnodesenvolvimento, fricção interétnica, indígenas, política territorial",00/00/2014,http://repositorio.jesuita.org.br/handle/UNISINOS/4538
341,Herbert Walter Hermann,"No coração da cidade: cosmopolítica, dinheiro e afeto na luta Kanhgág pelo espaço em Porto Alegre - RS",Mestrado.,Etnologia indígena,Universidade Federal do Rio Grande do Sul,Arlei Sander Damo,190p.,"Kanhgág, espaço, amansamento, luta, cidade",00/00/2016,http://www.lume.ufrgs.br/handle/10183/141262
342,Hévila Peres da Cruz,Os caminhos da cura: uma etnografia de itinerários terapêuticos e da prestação de serviços de saúde entre os índios Krahó do estado do Tocantins,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Esther Jean Langdon,114p.,"índios Krahó, saúde indígena, itinerário terapêutico, serviço de saúde, antropologia",00/00/2002,https://repositorio.ufsc.br/handle/123456789/82839
343,Homero Moro Martins,Os Katukina e o kampô: aspectos etnográficos da construção de um projeto de acesso a conhecimentos tradicionais,Mestrado.,Etnologia indígena,Universidade de Brasília,Alcida Rita Ramos,169p.,"Katukina, conhecimento tradicional indígena, recursos genéticos, disputas interétnicas",00/00/2006,http://repositorio.unb.br/handle/10482/2422
344,Hosana Celi Oliveira e Santos,Dinâmicas sociais e estratégias territoriais : a organização social Xukuru no processo de retomada,Mestrado.,Etnologia indígena,Universidade Federal de Pernambuco,Vânia Fialho,162p.,"etnicidade, movimento indígena, organização social, retomadas, Xukuru do Orurubá",00/00/2009,https://repositorio.ufpe.br/handle/123456789/1075
345,Igor Alexandre Badolato Scaramuzzi,De índios para índios: a escrita indígena da história,Mestrado.,Etnologia indígena,Universidade de São Paulo,Dominique Tilkin Gallois,150p.,"educação escolar indígena, etnologia indígena, história indígena, conhecimentos tradicionais, letramento",00/00/2008,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-30032009-151939/en.php
346,Inajara Kaoana Weiss,Nhandereko: rituais e estratégias de reprodução cultural Guarani,Mestrado.,Etnologia indígena,Universidade Estadual do Oeste do Paraná,Erneldo Schallenberger,119p.,"rituais, Guarani, reprodução cultural",00/00/2015,http://portalpos.unioeste.br/media/File/marilucy.gregorio/Disserta%C3%A7%C3%A3o%20Vers%C3%A3o%20Final.pdf
347,Inara do Nascimento Tavares,Formar gestores indígenas e fazer trajetórias: Configurações das Políticas Indígenas e Indigenistas no Médio Solimões,Mestrado.,Etnologia indígena,Universidade Federal do Amazonas,Maria Helena Ortolan Matos,110p.,"gestores indígenas, políticas indígenas, políticas indigenistas",00/00/2012,http://www.tede.ufam.edu.br/handle/tede/3947
348,Ingrid Daiane Pedrosa de Souza,"Gentes da Mata: Histórias, alteridades e socialidades entre os Jamamadi do médio Purus",Mestrado.,Etnologia indígena,Universidade Federal do Amazonas,Almir Diniz de Carvalho Júnior,155p.,"Jamamadi, Rio Purus, história indígena, socialidade, alteridade",00/00/2015,http://tede.ufam.edu.br/handle/tede/5459
349,Isabel Cristina Rodrigues,"Ve͂nh Jykre Si: memória, tradição e costume entre os Kaingang da T. I. Faxinal - Cândido de Abre - PR",Doutorado.,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Carmen Sylvia de Alvarenga Junqueira,155p.,"Kaingang, memória, tradição, costume, territorialidade",00/00/2012,https://tede.pucsp.br/handle/handle/3455
350,Isabelle Braz Peixoto da Silva,Vilas de indios no Ceara Grande : dinamicas locais sob o Diretorio Pombalino,Doutorado.,Etnologia indígena,Universidade Estadual de Campinas,John Manuel Monteiro,294p.,"pesquisas histórico-antropológicas, relação conquistadores-índios, dominação",00/00/2003,http://repositorio.unicamp.br/handle/REPOSIP/280438
351,Isabel Santana de Rose,Tata endy rekoe - encontros entre os Guarani a ayahuasca e o caminho vermelho,Doutorado.,Etnologia indígena,Universidade Federal de Santa Catarina,Esther Jean Langdon,435p.,"ayahuasca, sweat lodge, temazecal, Guarani",00/00/2010,https://repositorio.ufsc.br/handle/123456789/94689
352,Isabel Fróes Modercin,Rancho do Jatobá do Meio do Mundo: Etnografia da agricultura Pankararé e a relação dos índios com o ambiente,Mestrado.,Etnologia indígena,Universidade Federal da Bahia,Fábio Bandeira,193p.,"Pankararé, etnografia, manejo dos recursos naturais, elementos naturais",00/00/2010,https://repositorio.ufba.br/ri/handle/ri/12781
353,Israel Fontes Dutra,Xamanismo Uhtãpinõponã: princípios dos rituais de pajelanças e do ser pajé Tuyuka,Mestrado.,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Rinaldo Sérgio Vieira Arruda,237p.,"Xamanismo Tuyuka, pajé Tuyuka, povos indígenas do Rio Negro, povos indígenas da Amazônia",00/00/2010,https://sapientia.pucsp.br/handle/handle/4184
354,Ivan Abreu Stibich,Povos Indígenas. Etnodesenvolvimento e Sustentabilidade Ambiental na Amazônia Legal: uma interpretação antropológica da formação do PDPI a partir dos documentos preparatórios,Mestrado.,Etnologia indígena,Universidade de Brasília,Henyo Trindade Barretto Filho,151p.,"administração pública brasileira, povos indígenas, PDPI (Projetos Demonstrativos dos Povos Indígenas), valorização cultural",00/00/2005,https://www.academia.edu/4381134/Povos_Ind%C3%ADgenas_Etnodesenvolvimento_e_Sustentabilidade_Ambientalna_Amaz%C3%B4nia_Legal_uma_interpreta%C3%A7%C3%A3o_antropol%C3%B3gica_da_forma%C3%A7%C3%A3o_do_PDPI_a_partir_dos_seus_documentos_preparat%C3%B3rios
355,Ivan Soares Farias,"Doenças, dramas e narrativas entre os Geripanko : concepções de causa e representações tradicionais sobre saude e doença, presentes entre um grupo indigena situado na região do Nordeste brasileiro",Mestrado.,Etnologia indígena,Universidade Estadual de Campinas,José Luiz dos Santos,161p.,"Geripankó, valores socioculturais, representações sociais, saúde, doença",00/00/2004,http://pesquisa.bvsalud.org/portal/resource/pt/the-4546
356,Ivette Rossana Vallejo Real,"""Derechos territoriales indígenas, movimientos etno políticos y Estado : un estudio comparativo en la Amazonía y Ecuador""
",Doutorado.,Etnologia indígena,Universidade de Brasília,Paul Elliot Little,365p.,"etnicidade, território, territorialidade, movimentos etnopolíticos, identidade étnica, direitos coletivos, multiculturalismo, etnodesenvolvimento, desenvolvimento sustentável",00/00/2006,http://www.repositorio.unb.br/handle/10482/5341
357,Ivo Fernandes Fontoura ,Formas de transmissão de conhecimentos entre os Tariano da região do Rio Uaupés – AM ,Mestrado.,Etnologia indígena,Universidade Federal de Pernambuco,Renato Monteiro Athias,128p.,"conhecimento, formas de transmissão de conhecimentos, Talyáseri (Tariano), diversidade cultural",00/00/2006,https://repositorio.ufpe.br/handle/123456789/933
358,Ivo Schroeder,Política e parentesco nos Xerente,Doutorado.,Etnologia indígena,Universidade de São Paulo,Márcio Ferreira da Silva,303p.,"Jê Centrais, Xerente, parentesco, política, sistema omaha, casamento patri-avancular",00/00/2006,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-17072007-113712/en.php
359,Jacqueline Isabel Ledesma Correa,Os Itinerários Terapêuticos do Povo Iny-Karajá das Aldeias Buridina e Bdè-Brè de Aruanã (GO),Mestrado.,Etnologia indígena,Universidade Federal de Goiás,Telma Camargo da Silva,272p.,"povo Iny-Karajá de Aruanã, itinerários terapêuticos, políticas públicas em saúde indígena, significados de saúde e doença, sofrimento social",00/00/2014,https://repositorio.bc.ufg.br/tede/handle/tede/6730
360,Jaime Garcia Siqueira Jr. ,Wyty-Catë: cultura e política de um movimento pan-Timbira. Contribuição ao entendimento das organizações indígenas e novas expressões da política indígena ,Doutorado.,Etnologia indígena,Universidade de Brasília,Henyo Trindade Barretto Filho,356p.,"grupos Timbira, associação Wyty-Catë, relações de alteridade e unidade",00/00/2007,http://www.repositorio.unb.br/handle/10482/2909
361,Jakeline de Souza,"Yepá Bahuari Mahsô cria o mundo e a antropologia, uma etnografia do conhecimento entre indígenas ""Tukanoan"" e filhos de candomblé cruzado com umbanda, desde Manaus",Doutorado.,Etnologia indígena,Universidade Federal de Santa Catarina,Oscar Calavia Saez,311p.,"conhecimento como relação social, sujeitos e objetos do conhecimento em antropologia, conhecimento tradicional e etnografia, o fim do ""mundo"" e atrualizações cosmológicas indígenas e afro-religiosas",00/00/2011,https://repositorio.ufsc.br/handle/123456789/95195
362,Janaína Alexandra Capistrano da Costa,A ayahuasca como locus  mediterraneus da América do Sul,Doutorado.,Etnologia indígena,Universidade Federal do Rio Grande do Norte,Orrivaldo Pimentel Lopes Júnior,175p.,"ayahuasca, drogas, ciência, política, religião",00/00/2015,https://repositorio.ufrn.br/jspui/handle/123456789/22828
363,Janaína Ferreira Fernandes,Paisagens do nordeste: almofala dos tremembé e os tremembé de almofala,Mestrado.,Etnologia indígena,Universidade de Brasília,Stephen Grant Baines,118p.,"índios no nordeste, terra, narrativas, construção de pessoas, Tremembé",00/00/2015,http://www.repositorio.unb.br/handle/10482/18597
364,Jeffrey Scott Gorham,"Xamanismo e fala ritual yanomami : performance, linguagem e força.",Doutorado.,Etnologia indígena,Universidade Federal de Santa Catarina,Esther Jean Langdon,,"Xamanismo e fala ritual yanomami, performance, linguagem e força",00/00/2011,
365,Jimena Gloria Pichinao Huenchuleo,Todavia continuo sendo mapuche em outros espaços territoriais (Mapuchewkülekan kake Fütal mapu mew),Mestrado.,Etnologia indígena,Universidade Estadual de Campinas,Vanessa Rosemary,161p.,"etnologia-filosofia, espaço, paisagens, migração interna, Índios Mapuche",00/00/2012,http://repositorio.unicamp.br/handle/REPOSIP/281578
366,Joana A. Fernandes Silva,Os Kaiowa e a ideologia dos projetos econômicos,Mestrado.,Etnologia indígena,Universidade Estadual de Campinas,Mércio Pereira Gomes,146p.,"Kaiowá, sistema econômico, sociedade, terra",00/00/1982,http://repositorio.unicamp.br/bitstream/REPOSIP/281394/1/Silva_JoanaA.Fernandes_M.pdf
367,Joana Cabral de Oliveira,Classificações em cena: algumas formas de classificação das plantas cultivadas pelos Wajãpi do Amapari (AP),Mestrado.,Etnologia indígena,Universidade de São Paulo,Dominique Tilkin Gallois,273p.,"Wajãpi, taxonomias nativas, antropologia cognitiva, cosmologia e plantas cultivadas",00/00/2006,http://www.usp.br/nhii/biblioteca/JoanaCabral2006.pdf
368,Joana Miller,As coisas: os enfeites corporais e a noção de pessoa entre os Mamaindê (Nambiquara),Doutorado.,Etnologia indígena,Universidade Federal do Rio de Janeiro,Aparecida M. Neiva Vilaça,348 p.,"alinhamentos de pedra, arqueologia amazônica, material lítico, modelo preditivo, processos de formação",00/00/2007,http://www.dominiopublico.gov.br/pesquisa/DetalheObraForm.do?select_action=&co_obra=84131
369,João Carlos Albuquerque Souza de Almeida,Tapanawanã: música e sociabilidade entre os Yalawapíti do Alto Xingu,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Rafael José de Menezes Bastos,189p.,"etnomusicologia, Yawalapíti, sociabilidade, ritual",00/00/2012,https://repositorio.ufsc.br/handle/123456789/99319
370,Joao Dal Poz Neto,No país dos Cinta Larga: uma etnografia do ritual,Mestrado.,Etnologia indígena,Universidade de São Paulo,Manuela Carneiro da Cunha,408p.,"Cinta Larga, Tupi-Mondé, ritual, código simbólico, história e sociedade",00/00/1991,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-07112006-101647/en.php
371,João Dal Poz Neto,Dadivas e dividas na Amazonia,Doutorado.,Etnologia indígena,Universidade Estadual de Campinas,Márcio Ferreira da Silva,358p.,"Cinta Larga, sistema ou modelo cultural, reciprocidade assimétrica, economia",00/00/2004,http://repositorio.unicamp.br/bitstream/REPOSIP/279928/1/DalPozNeto_Joao_D.pdf
372,João Francisco Kleba Lisboa,Acadêmicos indígenas em Roraima e a construção da interculturalidade indígena na universidade: entre a formação e a transformação,Doutorado.,Etnologia indígena,Universidade de Brasília,Stephen Grant Baines,316p.,"direitos indígenas, acesso à educação escolar, acadêmicos indígenas, Roraima",00/00/2017,http://repositorio.unb.br/handle/10482/24109
373,João Guilherme Nunes Cruz,"Diferenciação e autonomia: relações políticas e educação escolar entre os Ticunas no Alto Solimões, Amazonas",Mestrado.,Etnologia indígena,Universidade de Brasília,Emérito Roque de Barros Laraia,111p.,"Ticuna, povos indígenas, política, estado, educação escolar indígena, organizações indígenas, poder",00/00/2011,http://www.repositorio.unb.br/handle/10482/11050
374,João Jackson Bezerra Vianna,"De volta ao caos primordial: alteridade, indiferenciação e adoecimento entre os Baniwa",Mestrado.,Etnologia indígena,Universidade Federal do Amazonas,Maria Luiza Garnelo Pereira,259p.,"indígenas sul-americanos, Noroeste Amazônico, Baniwa, cosmologia, adoecimento",00/00/2012,http://www.bdtd.ufam.edu.br/handle/tede/2865
375,João Marcelo de Oliveira Macena,"""Isso é coisa de vocês"": os índios Canela e a escola",Mestrado.,Etnologia indígena,Universidade de Brasília,Stephen Grant Baines,139p.,"relações interétnicas, escola, políticas públicas, indigenismo, índios Canela",00/00/2007,http://repositorio.unb.br/handle/10482/3076
376,João Paulo Lima Barreto,Wai-Mahsã: peixes e humanos. Um ensaio de antropologia indígena.,Mestrado.,Etnologia indígena,Universidade Federal do Amazonas,Gilton Mendes dos Santos,93p.,"Tukano, Alto Rio Negro, relação humanos e não humanos, peixes",00/00/2013,http://bdtd.ufam.edu.br/handle/tede/4629
377,João Rivelino Rezende Barreto,Formação e transformação de coletivos indígenas no noroeste amazônico: do mito à sociologia das comunidades,Mestrado.,Etnologia indígena,Universidade Federal do Amazonas,Carlos Machado Dias Júnior,199p.,"organização social, narrativa mítica, Tukano Oriental, América do Sul",00/00/2012,http://tede.ufam.edu.br/handle/tede/2869
378,João Roberto Bort Júnior,Concepções sobre os Yanomami: uma análise de textos missionários e antropológicos,Mestrado.,Etnologia indígena,Universidade Federal de São Paulo,Melvina Afra Mendes de Araújo,181p.,"alteridade, Missionários de Consolata, Yanomami, antropólogos, violência",00/00/2012,http://docplayer.com.br/56158318-Concepcoes-sobre-os-yanomami-uma-analise-de-textos-missionarios-e-antropologicos.html
379,João Vitor Fontanelli Santos,"Figuras da Mata, Ocupantes da Cidade e do Rio: imaginário etnográfico e etnografia das transformações Dâw - Rio Negro (AM)",Mestrado.,Etnologia indígena,Universidade Federal do Paraná,Edilene Coffaci de Lima,139p.,"Guaviare-Japurá, Dâw, transformações",00/00/2015,http://www.acervodigital.ufpr.br/handle/1884/40953
380,John Kennedy Ferreira,"A questão indígena-camponesa e a luta pelo socialismo: apontamentos sobre a contribuição de José Carlos Mariátegui
",Mestrado.,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Lúcio Flávio Rodrigues de Almeida,93p.,"socialismo, indígenas, camponeses, Mariátegui, antiimperismo, revolução",00/00/2008,https://tede.pucsp.br/handle/handle/3896
381,Jorge Antônio Hias Pozzobon,Isolamento e endogamia: observações sobre a organização social dos índios Maku,Mestrado.,Etnologia indígena,Universidade Federal do Rio Grande do Sul,,,,00/00/1983,
382,Jorge Manoel Costa e Souza,Os Waiwai do Jatapuzinho e o irresitível apelo à modernidade,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Luis Eduardo Luna,302p.,"waiwai, aspectos culturais, sociedade ocidental, inclusão e exclusão condicionante",00/00/1998,https://repositorio.ufsc.br/handle/123456789/77598
383,José Adelson Lopes Peixoto,Memórias e imagens em confronto: os Xucuri-Kariri nos acervos de Luiz Torres e Lenoir Tibiriçá,Mestrado.,Etnologia indígena,Universidade Federal da Paraíba,João Martinho Braga de Mendonça,140p.,"memória, imagem, fotografia, identidade, Xucuru-Kariri",00/00/2013,http://tede.biblioteca.ufpb.br/handle/tede/3639
384,José Arenas Gómez,Entre a harmonia e o caos: contribuições para uma releitura da etnologia na Sierra Nevada de Santa Marta (Colômbia),Mestrado.,Etnologia indígena,Universidade de Brasília,Luis Abraham Cayón Durán,200p.,"Ijka, Kággaba, Kankunamo, Wiwa, Colômbia, identidade étnica",00/00/2012,http://www.repositorio.unb.br/handle/10482/11012
