"nid","title","field_objetivo_|value","field_objetivo_|format"
938,"Japonês Pré-intermediário","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;""><strong>Objetivo:</strong> Revisar estruturas gramaticais apresentadas no estágio anterior e introduzir novas estruturas gramaticais, desenvolvendo a produção oral por meio de atividades comunicativas; aprimorar a escrita logográfica (kanji), a leitura e a elaboração de textos.</span></span></p>","full_html"
940,"Francês com Objetivo Universitário (FOU) para alunos do Programa Ciência sem Fronteiras","<p class=""rtecenter""><font color=""#ff0000"" face=""arial, helvetica, sans-serif""><b>ALUNOS DA USP CANDIDATOS OU INSCRITOS NO PROGRAMA CIÊNCIA SEM FRONTEIRAS</b></font></p>
<p class=""rtecenter""> </p>
<p class=""rtejustify""><strong><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Objetivo: </span></span></strong><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Favorecer a integração dos alunos bolsistas do Programa sem Fronteiras no meio universitário francês por meio de atividades de compreeensão e expressão oral e escrita, próprias ao meio universitário francês.</span></span></p>
<p class=""rtejustify""> </p>","full_html"
1068,"Plurilinguismo e intercompreensão de línguas românicas: formação de professores","<p class=""rtecenter""><font color=""#ff0000"" face=""arial, helvetica, sans-serif""><b>Alunos de graduação e de pós graduação da área das letras (língua materna e estrangeiras); professores de francês e de línguas românicas interessados na formação em leitura (línguas instrumentais)</b></font></p>
<p class=""rtecenter""> </p>
<p class=""rtejustify""><strong><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Objetivo: </span></span></strong><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Sensibilizar os alunos ao trabalho de desenvolvimento da compreeensão  escrita de línguas românicas, a partir dos pressupostos básicos da intercompreeensão e de processos metacognitivos de conscientização do processo de leitura.  </span></span></p>","full_html"
1070,"Inglês Pré-Intermediário II","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Objetivo:</strong> Desenvolver habilidades escritas e orais em língua inglesa.</span></p>
<p class=""rtejustify""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Carga horária:</strong> 48 horas</span></p>","full_html"
1077,"Inglês para negócios IRI/USP- Instituto de Relações Internacionais","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Objetivo: </strong></span><span style=""font-family: arial, helvetica, sans-serif;"">desenvolver e aperfeiçoar o domínio da língua inglesa (compreensão/produção oral, compreensão/produção escrita) dos alunos de graduação do curso de Relações Internacionais (IRI/USP), com foco em temas e contextos relacionados ao mundo dos negócios.</span></p>
<p class=""rtejustify""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Carga horária:</strong> 22,5 horas</span></p>","full_html"
1118,"Inglês para Funcionários","<p class=""rtecenter"" style=""""><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;"">Informamos que, devido à mudança da política interna do Centro Interdepartamental de Línguas passaremos a oferecer, a partir do 1º semestre de 2013, os cursos exclusivos para funcionários em nossa própria Unidade como mostra a tabela abaixo.</span></span></strong></p>
<p class=""rtecenter"" style=""""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;""> </span></span></p>","full_html"
1150,"Inglês para Funcionários - Pró-Reitoria de Pós-Graduação","<p class=""rtecenter"" style=""""><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>Este curso é apenas para funcionários da Pós-Reitoria de Pós-Graduação</b></span></font></p>","full_html"
1161,"Inglês para Funcionários - Instituto de Química","<p class=""rtecenter"" style=""""><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>Este curso é apenas para funcionários do Instituto de Química - IQ/USP</b></span></font></p>","full_html"
1165,"Inglês para Funcionários - Instituto de Física","<p class=""rtecenter"" style=""""><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>Este curso é apenas para funcionários do Instituto de Física - IF/USP</b></span></font></p>","full_html"
1177,"Inglês para Funcionários USP","<p class=""rtecenter"" style=""""><span style=""color:#0000cd;""><strong><span style=""font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif;"">Informamos que, devido à mudança da política interna do Centro Interdepartamental de Línguas passaremos a oferecer, a partir de 2013, os cursos exclusivos para funcionários em nossa própria Unidade como mostra a tabela abaixo.</span></span></strong></span></p>
<p class=""rtecenter"" style=""""><span style=""color:#0000cd;""><span style=""font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif;""> </span></span></span></p>","full_html"
1178,"Oficina de leitura de textos acadêmicos em francês: Ciências humanas","<p style=""""><strong style=""text-align: justify;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Objetivo: </span></span></strong><span style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;"">Analisar e discutir especificidades textuais e linguísticas dos textos acadêmicos em Ciências Humanas.</span></p>
<p style=""""><strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">Público-alvo:</span></strong></p>
<p><span style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;"">• alunos USP que tenham feito o Curso de Práticas de Leitura II: leitura de textos acadêmicos (apresentar certificado do curso para liberação do teste de nível)</span><br />
	 </p>
<p><span style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;"">• alunos que estejam regularmente matriculados no Curso de Letras/Francês-Português (a partir do 5º semestre de língua); não há necessidade de realizar o teste se apresentarem comprovante de matrícula;</span><br />
	 </p>
<p><span style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;"">• alunos USP em geral aprovados no teste de nível previsto para este curso</span><br />
	 </p>
<p><span style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;"">• alunos dos  programas de pós-graduação da  FFLCH aprovados no teste de nível previsto para este curso</span><br />
	 </p>
<p><span style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;"">• interessados em geral que sejam aprovados no teste de nível para este curso</span></p>","full_html"
1192,"Curso Preparatório para Prova de Proficiência N3- Japonês","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;""><strong>Objetivo:</strong> </span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Preparação para o Exame de Proficiência em Língua Japonesa Nível 3</span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">.</span></p>","full_html"
1195,"Upper-Intermediate II","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size: 14px;""><strong>Objetivo:</strong> Desenvolver habilidades escritas e orais em língua inglesa.</span></span></p>
<p class=""rtejustify""><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size: 14px;""><strong>Carga horária:</strong> 48 horas.</span></span></p>","full_html"
1332,"Espanhol para Graduação em Humanidades: Nível IV","<p><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px; color: rgb(0, 102, 153); text-align: justify;"">Público-alvo</strong></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Alunos de graduação do IRI/USP, de cursos de graduação da área de humanas da USP ou de outras Instituições. <strong>É obrigatório ter sido aprovado no nível III em 2014 ou 2013 (2º semestre) ou no teste de nível.</strong></span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Devido à proposta pedagógica do curso, ele é destinado a alunos brasileiros. Caso o aluno interessado seja estrangeiro, deve ter se escolarizado no Brasil (concluído Ensino Básico e/ou Superior) para conseguir acompanhá-lo.</span></span></span></p>
<p class=""rtejustify"" style=""""> </p>
<p class=""rtejustify"" style=""""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px; color: rgb(0, 102, 153);"">Objetivos</strong></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Dar continuidade ao processo de inscrição do aluno à língua espanhola e suas discursividades, entendido como um processo de exposição ao “outro” e à alteridade. Isso se fará, por um lado, através da exploração de um eixo temático: a integração latino-americana; e, por outro, a partir do aprimoramento das capacidades de compreender e expressar-se nesta língua estrangeira.</span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Sensibilizar o aluno quanto à heterogeneidade da língua espanhola no mundo atual, como forma de estimular sua capacidade de compreensão e interação multi e transcultural com diferentes falantes desta língua, promovendo seu contato com a cultura e as discursividades de diversas comunidades hispano-falantes.</span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Prover o contato e a apropriação de materialidade linguística do espanhol (aspectos fonéticos e fonológicos, semânticos, sintáticos e discursivos), com o objetivo de atingir uma capacidade linguístico-discursiva na língua espanhola que permita uma comunicação próxima à de nível intermediário alto ou avançado, tanto no que diz respeito à compreensão (ler / escutar), como à expressão (escrever / falar) e à integração de ambas.</span></span></span></p>
<p class=""rtejustify"" style=""""> </p>
<p class=""rtejustify"" style=""""><span style=""color:#006699;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Carga horária</strong></span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">45 horas.</span></span></span></p>
<p class=""rtejustify"" style=""""> </p>
<p class=""rtejustify"" style=""""><strong><span style=""color:#006699;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Programa</span></span></span></strong></p>","full_html"
1255,"Funcionários da reitoria - PRPG- Básico A1 - Módulo 3","<p class=""rtecenter"" style=""""><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>Este curso é apenas para funcionários </b></span></font><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>da reitoria - PRPG</b></span></font><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>/USP</b></span></font></p>","full_html"
1277,"Práticas de Leitura em Francês ( textos acadêmicos) - Nível II","<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; "">a</span><span style=""text-align: justify;""><span style=""font-family: arial, helvetica, sans-serif; "">lunos de todos os cursos de graduação, pós-graduação, funcionários, docentes USP, alunos de especialização </span></span><span style=""text-align: justify; font-family: arial, helvetica, sans-serif;"">que concluíram o nível I, alunos especiais, professores visitantes e público externo.</span></span></span></p>
<p class=""rtejustify""><span style=""color:#000000;""><strong style=""font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif;"">É obrigatório ter sido aprovado no nível I em 2015, 2014 (2º semestre) ou no teste de nível.</span></strong></span></p>
<p> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><strong><span style=""font-family: arial, helvetica, sans-serif; "">Objetivo:</span></strong></span></span><span style=""color:#000000;""><span style=""font-size: 16px; ""><strong><span style=""font-family: arial, helvetica, sans-serif; ""> </span></strong><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; "">a</span></span></span><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; "">perfeiçoar a habilidade de leitura em língua francesa, levando o aluno à compreensão de textos de sua área acadêmica e/ou profissional e à seleção de informações de acordo com o objetivo de leitura estabelecido. </span></span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Carga horária:</strong> </span></span></span><span style=""color:#000000;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 14px; "">30 horas</span></span></span></span></p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""> </span></span></span></p>","full_html"
