especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos - Coleta Literária,4,4,Centro-Oeste,Goiás/Goiás Velho,"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos - Siza dos Bens de Raiz, Coleta Literária",1777-1822,1,4,Microfilmes,Brasil,Neg/Pos,,,,,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Fazenda. Balanço da Receita e Despesa do Império.,232,232,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Fazenda.,1852-1854,1,106,Microfilmes,Brasil,Neg,1972,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Fazenda. Balanço da Receita e Despesa do Império.,233,233,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Fazenda.,1854-1856,1,107,Microfilmes,Brasil,Neg,1972,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,189,189,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1876-1877,1,63,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,144,144,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1850-1879,1,18,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,145,145,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1850-1879,1,19,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,146,146,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1843-1882,1,20,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,147,147,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1843-1889,1,21,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,22,22,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1795-1809,1,22,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Rendimentos Reais.,71,71,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1773-1781,1,71,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Rendimentos Reais.,72,72,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1782-1793,1,72,Microfilmes,Brasil,Neg/Pos,1969,,,X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Selo, Sisas, Décimas, Governo Provisório, Vários, Despesas extraordinárias, Repartição do Norte.",73,73,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1768-1822,1,73,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Balanço.,74,74,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1773-1804,1,74,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Balanços.,75,75,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1761-1822,1,75,Microfilmes,Brasil,Neg/Pos,1969,,,X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Balanços, Borradores.",76,76,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1773-1822,1,76,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Borradores.,77,77,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1762-1822,1,77,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Armazéns: Carga e Descarga.,78,78,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras.,1791-1822,1,78,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Receita e Despesa: Receita e Despesa.,79,79,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Receita e Despesa.,1758-1822,1,79,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Fundição: Fundição.,80,80,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Fundição.,1762-1821,1,80,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Fundição: Fundição (C/C).,81,81,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Fundição.,1793-1822,1,81,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Fundição: Fundição.,82,82,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Fundição.,1774-1815,1,82,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Fundição: Fundição.,83,83,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Fundição.,1775-1822,1,83,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria: Documentos.,84,84,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria.,1795-1822,1,84,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria: Documentos.,85,85,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria.,1765-1822,1,85,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria: Documentos.,86,86,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria.,1781-1822,1,86,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria: Documentos.,87,87,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria.,1787-1822,1,87,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria: Documentos.,88,88,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria.,1775-1822,1,88,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria: Casas de Fundição.,89,89,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria.,1758-1822,1,89,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,215,215,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1886-1888,1,89,Microfilmes,Brasil,Neg,,,,,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,216,216,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1825-1889,1,90,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,217,217,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1874-1889,1,91,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,218,218,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862-1888,1,92,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,219,219,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1881-1885,1,93,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,220,220,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1885-1888,1,94,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,221,221,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1825-1889,1,95,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria: Pessoas - Ofícios e Ocupações.,101,101,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria.,1728-1822,1,101,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Força Fora de Linha.,156,156,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1822-1856,1,30,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Força Fora de Linha.,157,157,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1849-1862,1,31,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Força Fora de Linha.,158,158,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1856-1868,1,32,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Entradas.,39,39,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1788-1822,1,39,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Entradas.,40,40,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1774-1822,1,40,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Entradas.,41,41,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1794-1819,1,41,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,12,12,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1789-1819,1,12,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,13,13,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1810-1822,1,13,Microfilmes,Brasil,Neg/Pos,1969,,,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,14,14,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1791-1808,1,14,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,15,15,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1795-1820,1,15,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,16,16,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1798,1,16,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,17,17,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1804-1822,1,17,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,18,18,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1795-1822,1,18,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,19,19,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1795-1822,1,19,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,20,20,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1801-1822,1,20,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Dízimos.,21,21,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1795-1822,1,21,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,222,222,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1825-1889,1,96,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,223,223,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1825-1889,1,97,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,224,224,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1845-1880,1,98,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,225,225,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1823-1889,1,99,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,226,226,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1847-1862,1,100,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,227,227,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1863-1889,1,101,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,228,228,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1823-1887,1,102,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,229,229,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1875-1889,1,103,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Fazenda. Balanço da Receita e Despesa do Império.,230,230,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Fazenda.,1847-1850,1,104,Microfilmes,Brasil,Neg,1971,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Entradas.,42,42,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1774-1822,1,42,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Entradas.,43,43,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1795-1822,1,43,Microfilmes,Brasil,Neg/Pos,1969,,,X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Entradas, Escravos.",44,44,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1745-1822,1,44,Microfilmes,Brasil,Neg/Pos,1969,,,X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Escravos, Imposto do Banco, Quinto do Ouro, Saída de Gado.",45,45,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1801-1822,1,45,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Saída de Gado-Selo.,46,46,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1801-1822,1,46,Microfilmes,Brasil,Neg/Pos,1969,,,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Selos.,47,47,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1810-1822,1,47,Microfilmes,Brasil,Neg/Pos,1969,,,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Selos.,48,48,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1809-1822,1,48,Microfilmes,Brasil,Neg/Pos,1969,,,X,
